symbol,name,sector,subsector,industry,subindustry,board
WEHA,PT WEHA Transportasi Indonesia Tbk,Transportasi & Logistik,Transportasi,Pengangkutan Darat Penumpang,Transportasi Jalanan,Pengembangan
WGSH,PT Wira Global Solusi Tbk,Teknologi,Perangkat Lunak & Jasa TI,Perangkat Lunak,Perangkat Lunak,Akselerasi
WICO,Wicaksana Overseas International Tbk,Barang Konsumen Primer,Perdagangan Ritel Barang Primer,Perdagangan Ritel Barang Primer,Ritel & Distributor Makanan,Pemantauan Khusus
WIDI,PT Widiant Jaya Krenindo Tbk.,Perindustrian,Barang Perindustrian,Mesin,Mesin Konstruksi & Kendaraan Berat,Akselerasi
WIFI,PT Solusi Sinergi Digital Tbk,Teknologi,Perangkat Lunak & Jasa TI,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,Pengembangan
WIIM,Wismilak Inti Makmur Tbk,Barang Konsumen Primer,Rokok,Rokok,Rokok,Utama
WIKA,PT Wijaya Karya (Persero) Tbk,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,Pemantauan Khusus
WINE,PT Hatten Bali Tbk,Barang Konsumen Primer,Makanan & Minuman,Minuman,Minuman Keras,Pengembangan
WINR,PT Winner Nusantara Jaya Tbk,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Pemantauan Khusus
WINS,Wintermar Offshore Marine Tbk,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Utama
WIRG,PT WIR ASIA Tbk,Teknologi,Perangkat Lunak & Jasa TI,Perangkat Lunak,Perangkat Lunak,Pengembangan
WMPP,PT Widodo Makmur Perkasa Tbk,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",Pemantauan Khusus
WMUU,PT Widodo Makmur Unggas Tbk,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,"Ikan, Daging & Produk Unggas",Pengembangan
WOMF,PT Wahana Ottomitra Multiartha Tbk,Keuangan,Jasa Pembiayaan,Pembiayaan Konsumen,Pembiayaan Konsumen,Pengembangan
WOOD,PT Integra Indocabinet Tbk,Barang Konsumen Non-Primer,Barang Rumah Tangga,Barang Rumah Tangga,Produsen Furnitur Rumah,Utama
WOWS,PT Ginting Jaya Energi Tbk,Energi,"Minyak, Gas & Batu Bara","Pendukung Minyak, Gas & Batu Bara","Jasa & Perlengkapan Minyak, Gas & Batu Bara",Pengembangan
WSBP,PT Waskita Beton Precast Tbk.,Barang Baku,Barang Baku,Material Konstruksi,Material Konstruksi,Pemantauan Khusus
WSKT,PT Waskita Karya (Persero) Tbk,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,Pemantauan Khusus
WTON,Wijaya Karya Beton,Barang Baku,Barang Baku,Material Konstruksi,Material Konstruksi,Utama
YELO,PT Yelooo Integra Datanet Tbk.,Barang Konsumen Non-Primer,Perdagangan Ritel,Distributor Barang Konsumen,Distributor Barang Konsumen,Pengembangan
YOII,PT Asuransi Digital Bersama Tbk,Keuangan,Asuransi,Asuransi,Asuransi Umum,Pengembangan
YPAS,Yanaprima Hastapersada Tbk,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Pengembangan
YULE,Yulie Sekuritas Indonesia Tbk,Keuangan,Jasa Investasi,Jasa Investasi,Bank Investasi & Perantara Perdagangan,Pengembangan
YUPI,PT Yupi Indo Jelly Gum Tbk,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Utama
ZATA,PT Bersama Zatta Jaya Tbk,Barang Konsumen Non-Primer,Perdagangan Ritel,Ritel Khusus,Ritel Pakaian & Tekstil,Pengembangan
ZBRA,PT Dosni Roha Indonesia Tbk,Perindustrian,Perusahaan Holding Multi Sektor,Perusahaan Holding Multi-sektor,Perusahaan Holding Multi-sektor,Pemantauan Khusus
ZINC,PT Kapuas Prima Coal Tbk,Barang Baku,Barang Baku,Logam & Mineral,Logam & Mineral Lainnya,Pemantauan Khusus
ZONE,PT Mega Perintis Tbk.,Barang Konsumen Non-Primer,Perdagangan Ritel,Ritel Khusus,Ritel Pakaian & Tekstil,Pengembangan
ZYRX,PT Zyrexindo Mandiri Buana Tbk,Teknologi,Perangkat Keras & Peralatan Teknologi,Perangkat Komputer,Perangkat Komputer,Pengembangan
